Compound,count
UM0032071:01,28
UM0032104:01,28
UM0032164:01,28
UM0032178:01,28
UM0032231:01,28
UM0032328:01,28
UM0032340:01,28
UM0032463:01,28
UM0032518:01,28
UM0033163:01,28
UM0033210:01,28
UM0033214:01,28
UM0033247:01,28
UM0033252:01,28
UM0033303:01,28
UM0033505:01,28
UM0033537:01,28
UM0033627:01,28
UM0033730:01,28
UM0033740:01,28
UM0033847:01,28
UM0033915:01,28
UM0033934:01,28
UM0033953:01,28
UM0033984:01,28
UM0033994:01,28
UM0033996:01,28
UM0033997:01,28
UM0034012:01,28
UM0034026:01,28
UM0034030:01,28
UM0034057:01,28
UM0034073:01,28
UM0034092:01,28
UM0034225:01,28
UM0034286:01,28
UM0034365:01,28
UM0034419:01,28
UM0034552:01,28
UM0034557:01,28
UM0034573:01,28
UM0034603:01,28
UM0034810:01,28
UM0034840:01,28
UM0034859:01,28
UM0034896:01,28
UM0034910:01,28
UM0034921:01,28
UM0034973:01,28
UM0035040:01,28
UM0035088:01,28
UM0035231:01,28
UM0035236:01,28
UM0035307:01,28
UM0035326:01,28
UM0035384:01,28
UM0035431:01,28
UM0035498:01,28
UM0035502:01,28
UM0035510:01,28
UM0035520:01,28
UM0035616:01,28
UM0035654:01,28
UM0035681:01,28
UM0035699:01,28
UM0035710:01,28
UM0035725:01,28
UM0035740:01,28
UM0035768:01,28
UM0035769:01,28
UM0035779:01,28
UM0035800:01,28
UM0035861:01,28
UM0035904:01,28
UM0035927:01,28
UM0035955:01,28
UM0035992:01,28
UM0035994:01,28
UM0036054:01,28
UM0036123:01,28
UM0036203:01,28
UM0036230:01,28
UM0036696:01,28
UM0036737:01,28
UM0036861:01,28
UM0037415:01,28
UM0037446:01,28
UM0037764:01,28
UM0038535:01,28
UM0038629:01,28
UM0038647:01,28
UM0038687:01,28
UM0038688:01,28
UM0038702:01,28
UM0038726:01,28
UM0038750:01,28
UM0038863:01,28
UM0039177:01,28
UM0039178:01,28
UM0039180:01,28
UM0039192:01,28
UM0039213:01,28
UM0039253:01,28
UM0039262:01,28
UM0039341:01,28
UM0039357:01,28
UM0039430:01,28
UM0039458:01,28
UM0039476:01,28
UM0039478:01,28
UM0039481:01,28
UM0039611:01,28
UM0039614:01,28
UM0039633:01,28
UM0039636:01,28
UM0039682:01,28
UM0039834:01,28
UM0039863:01,28
UM0039868:01,28
UM0039878:01,28
UM0039897:01,28
UM0039902:01,28
UM0039926:01,28
UM0040011:01,28
UM0040060:01,28
UM0040061:01,28
UM0040063:01,28
UM0040065:01,28
UM0040066:01,28
UM0040067:01,28
UM0040077:01,28
UM0040113:01,28
UM0040122:01,28
UM0040123:01,28
UM0040130:01,28
UM0040352:01,28
UM0040353:01,28
UM0040371:01,28
UM0040468:01,28
UM0040503:01,28
UM0040529:01,28
UM0040530:01,28
UM0040536:01,28
UM0040587:01,28
UM0040628:01,28
UM0040632:01,28
UM0040638:01,28
UM0040717:01,28
UM0040718:01,28
UM0040719:01,28
UM0040734:01,28
UM0040828:01,28
UM0040976:01,28
UM0040979:01,28
UM0041052:01,28
UM0041185:01,28
UM0041203:01,28
UM0041204:01,28
UM0041260:01,28
UM0041378:01,28
UM0041418:01,28
UM0041529:01,28
UM0041630:01,28
UM0041805:01,28
UM0041849:01,28
UM0041889:01,28
UM0041937:01,28
UM0041952:01,28
UM0041980:01,28
UM0042110:01,28
UM0042153:01,28
UM0042155:01,28
UM0042164:01,28
UM0042172:01,28
UM0042229:01,28
UM0042344:01,28
UM0042348:01,28
UM0042374:01,28
UM0042394:01,28
UM0042420:01,28
UM0042431:01,28
UM0042453:01,28
UM0042532:01,28
UM0042539:02,28
UM0042555:01,28
UM0042569:01,28
UM0042574:01,28
UM0042583:01,28
UM0042594:01,28
UM0042635:01,28
UM0042667:01,28
UM0042751:01,28
UM0042793:01,28
UM0042810:01,28
UM0042829:01,28
UM0042937:01,28
UM0043030:01,28
UM0043329:01,28
UM0043335:01,28
UM0043403:01,28
UM0043427:01,28
UM0043429:01,28
UM0043436:01,28
UM0043442:01,28
UM0043457:01,28
UM0043482:01,28
UM0043519:01,28
UM0043526:01,28
UM0043603:01,28
UM0043619:01,28
UM0043645:01,28
UM0043646:02,28
UM0043661:01,28
UM0043680:01,28
UM0043700:01,28
UM0043705:01,28
UM0043743:01,28
UM0043748:01,28
UM0043782:01,28
UM0043798:01,28
UM0043801:01,28
UM0043834:01,28
UM0043989:01,28
UM0044002:01,28
UM0044205:01,28
UM0044338:01,28
UM0044457:01,28
UM0044463:01,28
UM0044514:01,28
UM0044567:01,28
UM0044572:01,28
UM0044582:01,28
UM0044599:01,28
UM0044628:01,28
UM0044635:01,28
UM0044650:01,28
UM0044664:01,28
UM0044689:01,28
UM0044693:01,28
UM0044729:01,28
UM0044731:01,28
UM0044742:01,28
UM0044750:01,28
UM0044762:01,28
UM0044806:01,28
UM0044818:01,28
UM0044819:01,28
UM0044833:01,28
UM0044834:01,28
UM0044837:01,28
UM0044872:01,28
UM0044878:01,28
UM0044882:01,28
UM0044902:01,28
UM0044903:01,28
UM0044956:01,28
UM0044973:01,28
UM0045024:01,28
UM0045025:01,28
UM0045067:02,28
UM0045103:01,28
UM0045138:01,28
UM0045140:01,28
UM0045160:01,28
UM0045168:01,28
UM0045204:01,28
UM0045227:01,28
UM0045229:01,28
UM0045245:01,28
UM0045286:01,28
UM0045292:01,28
UM0045302:01,28
UM0045328:01,28
UM0045339:01,28
UM0045371:01,28
UM0045390:01,28
UM0045402:01,28
UM0045403:01,28
UM0045404:01,28
UM0045419:01,28
UM0045436:01,28
UM0045444:01,28
UM0045451:01,28
UM0045453:01,28
UM0045454:01,28
UM0045455:01,28
UM0045457:01,28
UM0045460:01,28
UM0045506:01,28
UM0045534:01,28
UM0045536:01,28
UM0045537:01,28
UM0045538:01,28
UM0045539:01,28
UM0045540:01,28
UM0045554:01,28
UM0045618:01,28
UM0045619:01,28
UM0045634:01,28
UM0045657:01,28
UM0045770:01,28
UM0045837:01,28
UM0045861:01,28
UM0045887:01,28
UM0045889:01,28
UM0045899:01,28
UM0045919:01,28
UM0045924:01,28
UM0045931:01,28
UM0045945:01,28
UM0045969:01,28
UM0045970:01,28
UM0045991:01,28
UM0045992:01,28
UM0046096:01,28
UM0046153:01,28
UM0046156:01,28
UM0046167:01,28
UM0046168:01,28
UM0046241:01,28
UM0046247:01,28
UM0046308:01,28
UM0046398:01,28
UM0046401:01,28
UM0046448:01,28
UM0046457:01,28
UM0046482:01,28
UM0046521:01,28
UM0046523:01,28
UM0046524:01,28
UM0046533:01,28
UM0046535:01,28
UM0046555:01,28
UM0046616:01,28
UM0046638:01,28
UM0046639:01,28
UM0046698:01,28
UM0046769:01,28
UM0046851:01,28
UM0046957:01,28
UM0047012:01,28
UM0047076:01,28
UM0047081:01,28
UM0047095:01,28
UM0047186:01,28
UM0047204:01,28
UM0047210:01,28
UM0047227:01,28
UM0047270:01,28
UM0047276:01,28
UM0047325:01,28
UM0047326:01,28
UM0047327:01,28
UM0047370:01,28
UM0047405:01,28
UM0047428:01,28
UM0047446:01,28
UM0047458:01,28
UM0047461:01,28
UM0047467:01,28
UM0047485:01,28
UM0047498:01,28
UM0047575:01,28
UM0047600:01,28
UM0047725:01,28
UM0047791:01,28
UM0047833:01,28
UM0047990:01,28
UM0048022:01,28
UM0048086:01,28
UM0048095:01,28
UM0048097:01,28
UM0048099:01,28
UM0048104:01,28
UM0048107:01,28
UM0048146:01,28
UM0048194:01,28
UM0048195:01,28
UM0048197:01,28
UM0048200:01,28
UM0048202:01,28
UM0048206:01,28
UM0048207:01,28
UM0048218:01,28
UM0048243:01,28
UM0048260:01,28
UM0048288:01,28
UM0048299:01,28
UM0048312:01,28
UM0048350:01,28
UM0048396:01,28
UM0048401:01,28
UM0048448:01,28
UM0048556:01,28
UM0048562:01,28
UM0048571:01,28
UM0048699:01,28
UM0048714:01,28
UM0048830:01,28
UM0048831:01,28
UM0048835:01,28
UM0048942:01,28
UM0049045:01,28
UM0049225:01,28
UM0049244:01,28
UM0049262:01,28
UM0049380:01,28
UM0049455:01,28
UM0049463:01,28
UM0049775:01,28
UM0049865:01,28
UM0049874:01,28
UM0049878:01,28
UM0049913:01,28
UM0049962:01,28
UM0050101:01,28
UM0050102:01,28
UM0050129:01,28
UM0050167:01,28
UM0050177:01,28
UM0050181:01,28
UM0050214:01,28
UM0050216:01,28
UM0050223:01,28
UM0050225:01,28
UM0050256:01,28
UM0050267:01,28
UM0050345:01,28
UM0050401:01,28
UM0050407:01,28
UM0050410:01,28
UM0050427:01,28
UM0050441:01,28
UM0050457:01,28
UM0050480:01,28
UM0050485:01,28
UM0050489:01,28
UM0050491:01,28
UM0050525:01,28
UM0050573:01,28
UM0050579:01,28
UM0050590:01,28
UM0050596:01,28
UM0050700:01,28
UM0050766:01,28
UM0050778:01,28
UM0050845:01,28
UM0051065:01,28
UM0051202:01,28
UM0051320:01,28
UM0051325:01,28
UM0051394:01,28
UM0051419:01,28
UM0051467:01,28
UM0051471:01,28
UM0051554:01,28
UM0051566:01,28
UM0051588:01,28
UM0051640:01,28
UM0051670:01,28
UM0051671:01,28
UM0051769:01,28
UM0051872:01,28
UM0051882:01,28
UM0051930:01,28
UM0051936:01,28
UM0051940:01,28
UM0052006:01,28
UM0052007:01,28
UM0052023:01,28
UM0052025:01,28
UM0052073:02,28
UM0052082:01,28
UM0052123:01,28
UM0052131:01,28
UM0052176:01,28
UM0052188:01,28
UM0052260:01,28
UM0052297:01,28
UM0052357:01,28
UM0052381:01,28
UM0052403:01,28
UM0052413:01,28
UM0052416:01,28
UM0052430:01,28
UM0052432:01,28
UM0052433:01,28
UM0052434:01,28
UM0052447:01,28
UM0052466:01,28
UM0052479:01,28
UM0052522:01,28
UM0052560:01,28
UM0052627:01,28
UM0052683:01,28
UM0052737:01,28
UM0052755:01,28
UM0052815:01,28
UM0052821:01,28
UM0052901:01,28
UM0052933:01,28
UM0053068:02,28
UM0053070:01,28
UM0053263:01,28
UM0053399:01,28
UM0053404:01,28
UM0053410:01,28
UM0053411:01,28
UM0053416:01,28
UM0053417:01,28
UM0053437:01,28
UM0053441:01,28
UM0053487:01,28
UM0053507:01,28
UM0053685:01,28
UM0053691:01,28
UM0053693:01,28
UM0053710:01,28
UM0053711:01,28
UM0053724:01,28
UM0053761:01,28
UM0053763:01,28
UM0053949:01,28
UM0053985:01,28
UM0054143:01,28
UM0054144:01,28
UM0054238:01,28
UM0054239:01,28
UM0054254:01,28
UM0054366:01,28
UM0054510:01,28
UM0054533:01,28
UM0054538:01,28
UM0054604:01,28
UM0054721:02,28
UM0054851:01,28
UM0054938:01,28
UM0054967:01,28
UM0054970:01,28
UM0055029:01,28
UM0055052:01,28
UM0055256:01,28
UM0055302:01,28
UM0055452:01,28
UM0055469:01,28
UM0055478:01,28
UM0055518:01,28
UM0055624:01,28
UM0055699:01,28
UM0055823:01,28
UM0055901:01,28
UM0055906:01,28
UM0056007:01,28
UM0056014:01,28
UM0056016:01,28
UM0056072:01,28
UM0056073:01,28
UM0056170:01,28
UM0056173:01,28
UM0056229:01,28
UM0056251:01,28
UM0056285:01,28
UM0056287:01,28
UM0056345:01,28
UM0056489:01,28
UM0056491:01,28
UM0056585:01,28
UM0056587:01,28
UM0056595:01,28
UM0056681:01,28
UM0056736:01,28
UM0057003:01,28
UM0057048:01,28
UM0057051:01,28
UM0057092:01,28
UM0057166:01,28
UM0057179:01,28
UM0057200:01,28
UM0057201:01,28
UM0057208:01,28
UM0057374:01,28
UM0057459:01,28
UM0057466:01,28
UM0057478:01,28
UM0057485:01,28
UM0057487:01,28
UM0057488:01,28
UM0057519:01,28
UM0057528:01,28
UM0057559:01,28
UM0057567:01,28
UM0057628:01,28
UM0057651:01,28
UM0057656:01,28
UM0057665:01,28
UM0057704:01,28
UM0057717:01,28
UM0057723:01,28
UM0057757:01,28
UM0057762:01,28
UM0057773:01,28
UM0057809:01,28
UM0057878:01,28
UM0057965:01,28
UM0058081:01,28
UM0058085:01,28
UM0058108:01,28
UM0058119:01,28
UM0058148:01,28
UM0058194:01,28
UM0058207:01,28
UM0058224:01,28
UM0058225:01,28
UM0058229:01,28
UM0058297:01,28
UM0058302:01,28
UM0058316:01,28
UM0058518:01,28
UM0058605:01,28
UM0058671:01,28
UM0058689:01,28
UM0058749:01,28
UM0058774:01,28
UM0058805:01,28
UM0058830:01,28
UM0058844:01,28
UM0058857:01,28
UM0058920:01,28
UM0058930:01,28
UM0058942:01,28
UM0058968:01,28
UM0058977:01,28
UM0059023:01,28
UM0059024:01,28
UM0059098:01,28
UM0059114:01,28
UM0059186:01,28
UM0059215:01,28
UM0059226:01,28
UM0059274:01,28
UM0059290:01,28
UM0059347:01,28
UM0059376:01,28
UM0059384:01,28
UM0059397:01,28
UM0059405:01,28
UM0059462:01,28
UM0059470:01,28
UM0059506:01,28
UM0059520:01,28
UM0059530:01,28
UM0059537:01,28
UM0059567:01,28
UM0059578:01,28
UM0059643:01,28
UM0059655:01,28
UM0059708:01,28
UM0059774:01,28
UM0059781:01,28
UM0059883:01,28
UM0059944:01,28
UM0059982:01,28
UM0059991:01,28
UM0059997:01,28
UM0060007:01,28
UM0060013:01,28
UM0060051:01,28
UM0060060:01,28
UM0060078:01,28
UM0060110:01,28
UM0060179:01,28
UM0060293:01,28
UM0060350:01,28
UM0060368:01,28
UM0060404:01,28
UM0060414:01,28
UM0060428:01,28
UM0060449:01,28
UM0060465:01,28
UM0060484:01,28
UM0060501:01,28
UM0060568:01,28
UM0060574:01,28
UM0060620:01,28
UM0060629:01,28
UM0060664:01,28
UM0060734:01,28
UM0060790:01,28
UM0060814:01,28
UM0060826:01,28
UM0060850:01,28
UM0060873:01,28
UM0060887:01,28
UM0060893:01,28
UM0060922:01,28
UM0060951:01,28
UM0060995:01,28
UM0061030:01,28
UM0061045:01,28
UM0061046:01,28
UM0061060:01,28
UM0061083:01,28
UM0061091:01,28
UM0061099:01,28
UM0061127:01,28
UM0061146:01,28
UM0061154:01,28
UM0061160:01,28
UM0061164:01,28
UM0061187:01,28
UM0061228:01,28
UM0061259:01,28
UM0061282:01,28
UM0061298:01,28
UM0061356:01,28
UM0061360:01,28
UM0061372:01,28
UM0061414:01,28
UM0061433:01,28
UM0061450:01,28
UM0061456:01,28
UM0061469:01,28
UM0061537:01,28
UM0061547:01,28
UM0061556:01,28
UM0061565:01,28
UM0061566:01,28
UM0061582:01,28
UM0061584:01,28
UM0061635:01,28
UM0061650:01,28
UM0061661:01,28
UM0061703:01,28
UM0061712:01,28
UM0061779:01,28
UM0061787:01,28
UM0061790:01,28
UM0061800:01,28
UM0061813:01,28
UM0061826:01,28
UM0061842:01,28
UM0061848:01,28
UM0061878:01,28
UM0061897:01,28
UM0061900:01,28
UM0061921:01,28
UM0061924:01,28
UM0061936:01,28
UM0061950:01,28
UM0061968:01,28
UM0061974:01,28
UM0061984:01,28
UM0062005:01,28
UM0062008:01,28
UM0062016:01,28
UM0062020:01,28
UM0062039:01,28
UM0062042:01,28
UM0062103:01,28
UM0062116:01,28
UM0062135:01,28
UM0062146:01,28
UM0062172:01,28
UM0062184:01,28
UM0062201:01,28
UM0062209:01,28
UM0062239:01,28
UM0062244:01,28
UM0062297:01,28
UM0062303:01,28
UM0062305:01,28
UM0062351:01,28
UM0062357:01,28
UM0062424:01,28
UM0062453:01,28
UM0062461:01,28
UM0062462:01,28
UM0062496:01,28
UM0062507:01,28
UM0062517:01,28
UM0062520:01,28
UM0062530:01,28
UM0062533:01,28
UM0062552:01,28
UM0062560:01,28
UM0062567:01,28
UM0062577:01,28
UM0062735:01,28
UM0062766:01,28
UM0062783:01,28
UM0062798:01,28
UM0062807:01,28
UM0062851:01,28
UM0062919:01,28
UM0062947:01,28
UM0062956:01,28
UM0062970:01,28
UM0063151:01,28
UM0063164:01,28
UM0063168:01,28
UM0063182:01,28
UM0063333:01,28
UM0063343:01,28
UM0063366:01,28
UM0063390:01,28
UM0063485:01,28
UM0063523:01,28
UM0063526:01,28
UM0063530:01,28
UM0063589:01,28
UM0063859:01,28
UM0063866:01,28
UM0063869:01,28
UM0063874:01,28
UM0063896:01,28
UM0063905:01,28
UM0063958:01,28
UM0063965:01,28
UM0063966:01,28
UM0063977:01,28
UM0063986:01,28
UM0063991:01,28
UM0063992:01,28
UM0064033:01,28
UM0064126:01,28
UM0064153:01,28
UM0064154:01,28
UM0064177:01,28
UM0064240:01,28
UM0064268:01,28
UM0064348:01,28
UM0064373:01,28
UM0064405:01,28
UM0064420:01,28
UM0064489:01,28
UM0064497:01,28
UM0064591:01,28
UM0064615:01,28
UM0064650:01,28
UM0064676:01,28
UM0064689:01,28
UM0064705:01,28
UM0064764:01,28
UM0064780:01,28
UM0064798:01,28
UM0064810:01,28
UM0064863:01,28
UM0064880:01,28
UM0064917:01,28
UM0065089:01,28
UM0065129:01,28
UM0065145:01,28
UM0065161:01,28
UM0065200:01,28
UM0065311:01,28
UM0065313:01,28
UM0065335:01,28
UM0065363:01,28
UM0065374:01,28
UM0065392:01,28
UM0065440:01,28
UM0065449:01,28
UM0065450:01,28
UM0065454:01,28
UM0065463:01,28
UM0065469:01,28
UM0065473:01,28
UM0065478:01,28
UM0065518:01,28
UM0065536:01,28
UM0065547:01,28
UM0065550:01,28
UM0065560:01,28
UM0065615:01,28
UM0065622:01,28
UM0065666:01,28
UM0065686:01,28
UM0065700:01,28
UM0065748:01,28
UM0065775:01,28
UM0065791:01,28
UM0065800:01,28
UM0065877:01,28
UM0065922:01,28
UM0065926:01,28
UM0065977:01,28
UM0065980:01,28
UM0065998:01,28
UM0066014:01,28
UM0066025:01,28
UM0066061:01,28
UM0066089:01,28
UM0066096:01,28
UM0066140:01,28
UM0066149:01,28
UM0066150:01,28
UM0066152:01,28
UM0066157:01,28
UM0066217:01,28
UM0066262:01,28
UM0066283:01,28
UM0066380:01,28
UM0066479:01,28
UM0066539:01,28
UM0066573:01,28
UM0066609:01,28
UM0066611:01,28
UM0066637:01,28
UM0066686:01,28
UM0066743:01,28
UM0066754:01,28
UM0066755:01,28
UM0066833:01,28
UM0066899:01,28
UM0066956:01,28
UM0066983:01,28
UM0066986:01,28
UM0066996:01,28
UM0067002:01,28
UM0067011:01,28
UM0067037:01,28
UM0067044:01,28
UM0067056:01,28
UM0067082:01,28
UM0067099:01,28
UM0067127:01,28
UM0067148:01,28
UM0067238:01,28
UM0067272:01,28
UM0067341:01,28
UM0067438:01,28
UM0067459:01,28
UM0067460:01,28
UM0067463:01,28
UM0067538:01,28
UM0067540:01,28
UM0067553:01,28
UM0067555:01,28
UM0067561:01,28
UM0067570:01,28
UM0067650:01,28
UM0067712:01,28
UM0067716:01,28
UM0067718:01,28
UM0067720:01,28
UM0067721:01,28
UM0067749:01,28
UM0067806:01,28
UM0067902:01,28
UM0068140:01,28
UM0068153:01,28
UM0068209:01,28
UM0068301:01,28
UM0068353:01,28
UM0068410:01,28
UM0068418:01,28
UM0068420:01,28
UM0068421:01,28
UM0068423:01,28
UM0068502:01,28
UM0068625:01,28
UM0068633:01,28
UM0068719:01,28
UM0068746:01,28
UM0068747:01,28
UM0068758:01,28
UM0068760:01,28
UM0068761:01,28
UM0068902:01,28
UM0068980:01,28
UM0068987:01,28
UM0069049:01,28
UM0069203:01,28
UM0069225:01,28
UM0069295:01,28
UM0069316:01,28
UM0069373:01,28
UM0069383:01,28
UM0069395:01,28
UM0069400:01,28
UM0069630:01,28
UM0069772:01,28
UM0069994:01,28
UM0070287:01,28
UM0070295:01,28
UM0070297:01,28
UM0070333:01,28
UM0070397:01,28
UM0070433:01,28
UM0070545:01,28
UM0070546:01,28
UM0070613:01,28
UM0070616:01,28
UM0070654:01,28
UM0070660:01,28
UM0070723:01,28
UM0070743:01,28
UM0070792:01,28
UM0071090:01,28
UM0071116:01,28
UM0071118:01,28
UM0071142:01,28
UM0071148:01,28
UM0071306:01,28
UM0071359:01,28
UM0071371:01,28
UM0071379:01,28
UM0071474:01,28
UM0071531:01,28
UM0071672:01,28
UM0071776:01,28
UM0071794:01,28
UM0071821:01,28
UM0071850:01,28
UM0071856:01,28
UM0071926:01,28
UM0071936:01,28
UM0071946:01,28
UM0071995:01,28
UM0072023:01,28
UM0072081:01,28
UM0072088:01,28
UM0072275:01,28
UM0072355:01,28
UM0072361:01,28
UM0072368:01,28
UM0072409:01,28
UM0072416:01,28
UM0072464:01,28
UM0072514:01,28
UM0072554:01,28
UM0072583:01,28
UM0072593:01,28
UM0072647:01,28
UM0072655:01,28
UM0072667:01,28
UM0072692:01,28
UM0072728:01,28
UM0072784:01,28
UM0072920:01,28
UM0072926:01,28
UM0072941:01,28
UM0072961:02,28
UM0072974:01,28
UM0073131:01,28
UM0073330:01,28
UM0073457:01,28
UM0073554:01,28
UM0073621:01,28
UM0073730:01,28
UM0073739:01,28
UM0073872:01,28
UM0074200:01,28
UM0074519:01,28
UM0074586:01,28
UM0074589:01,28
UM0074874:01,28
UM0074917:01,28
UM0074920:01,28
UM0075022:01,28
UM0075099:01,28
UM0075167:01,28
UM0075179:01,28
UM0075326:01,28
UM0075347:01,28
UM0075487:01,28
UM0075516:01,28
UM0076096:01,28
UM0076133:01,28
UM0091833:01,28
UM0091845:01,28
UM0091846:01,28
UM0091947:01,28
UM0092020:01,28
UM0092025:01,28
UM0092092:01,28
UM0092222:01,28
UM0092400:01,28
UM0092606:01,28
UM0092691:01,28
UM0092754:01,28
UM0092895:01,28
UM0092922:01,28
UM0093178:01,28
UM0093328:01,28
UM0093393:01,28
UM0093394:01,28
UM0093415:01,28
UM0093566:01,28
UM0093672:01,28
UM0093725:01,28
UM0093924:01,28
UM0093947:01,28
UM0094119:01,28
UM0094235:01,28
UM0094238:01,28
UM0094303:01,28
UM0094406:01,28
UM0094726:01,28
UM0094885:01,28
UM0094911:01,28
UM0095013:01,28
UM0095017:01,28
UM0095209:01,28
UM0095213:01,28
UM0095241:01,28
UM0095278:01,28
UM0095365:01,28
UM0095411:01,28
UM0095560:01,28
UM0095565:01,28
UM0095572:01,28
UM0095574:01,28
UM0095601:01,28
UM0095664:01,28
UM0095724:01,28
UM0095727:01,28
UM0095746:01,28
UM0095784:01,28
UM0095785:01,28
UM0095790:01,28
UM0095846:01,28
UM0095986:01,28
UM0096014:01,28
UM0096826:01,28
UM0096925:01,28
UM0097095:01,28
UM0097141:01,28
UM0097527:01,28
UM0097597:01,28
UM0097879:01,28
UM0098002:01,28
UM0098035:01,28
UM0098350:01,28
UM0098351:01,28
UM0098563:01,28
UM0098587:01,28
UM0098666:01,28
UM0098693:01,28
UM0098700:01,28
UM0098710:01,28
UM0098904:01,28
UM0099207:01,28
UM0099266:01,28
UM0099347:01,28
UM0099367:01,28
UM0099413:01,28
UM0099567:01,28
UM0099568:01,28
UM0099575:01,28
UM0099583:01,28
UM0099584:01,28
UM0099586:01,28
UM0099591:01,28
UM0099592:01,28
UM0099660:01,28
UM0099691:01,28
UM0099692:01,28
UM0099739:01,28
UM0099746:01,28
UM0100156:01,28
UM0101074:01,28
UM0101263:01,28
UM0101421:01,28
UM0101508:01,28
UM0101957:01,28
UM0102021:01,28
UM0102032:01,28
UM0102046:01,28
UM0102061:01,28
UM0102702:01,28
UM0102860:01,28
UM0103265:01,28
UM0103476:01,28
UM0103539:01,28
UM0103680:01,28
UM0103806:01,28
UM0103853:01,28
UM0103865:01,28
UM0104105:01,28
UM0104233:01,28
UM0104234:01,28
UM0104340:01,28
UM0104346:01,28
UM0104362:01,28
UM0104398:01,28
UM0104421:01,28
UM0104452:01,28
UM0104561:01,28
UM0104782:01,28
UM0104784:01,28
UM0104822:01,28
UM0104825:01,28
UM0105247:01,28
UM0105300:01,28
UM0105672:01,28
UM0105981:01,28
UM0106344:01,28
UM0106474:01,28
UM0106475:01,28
UM0106567:01,28
UM0106620:01,28
UM0106738:01,28
UM0106867:01,28
UM0106966:01,28
UM0106969:01,28
UM0107014:01,28
UM0107017:01,28
UM0107146:01,28
UM0107256:01,28
UM0107654:01,28
UM0107676:01,28
UM0107743:01,28
UM0107746:01,28
UM0107891:02,28
UM0107911:01,28
UM0107932:01,28
UM0107998:01,28
UM0108117:01,28
UM0108293:01,28
UM0108356:01,28
UM0108438:01,28
UM0108594:01,28
UM0108742:01,28
UM0108793:01,28
UM0108973:01,28
UM0109044:01,28
UM0109072:01,28
UM0109126:01,28
UM0109141:01,28
UM0109164:01,28
UM0109219:01,28
UM0109249:01,28
UM0109252:01,28
UM0109329:01,28
UM0109334:01,28
UM0109376:01,28
UM0109390:01,28
UM0109399:01,28
UM0109405:01,28
UM0109593:01,28
UM0109668:01,28
UM0109722:01,28
UM0109892:01,28
UM0110547:01,28
UM0110557:02,28
UM0110581:01,28
UM0110597:01,28
UM0110650:01,28
UM0110656:01,28
UM0110668:01,28
UM0110719:01,28
UM0110721:01,28
UM0110722:01,28
UM0110815:01,28
UM0110836:01,28
UM0110893:01,28
UM0110919:01,28
UM0110925:01,28
UM0111000:01,28
UM0111019:01,28
UM0111074:01,28
UM0111347:01,28
UM0111368:01,28
UM0111381:01,28
UM0111400:01,28
UM0111404:01,28
UM0111554:01,28
UM0111561:01,28
UM0111568:01,28
UM0111586:01,28
UM0111659:01,28
UM0111684:01,28
UM0111827:01,28
UM0112219:01,28
UM0112247:01,28
UM0112405:01,28
UM0112415:01,28
UM0113022:01,28
UM0113062:01,28
UM0113328:01,28
UM0113377:01,28
UM0113489:02,28
UM0113575:01,28
UM0113675:01,28
UM0113727:01,28
UM0113766:01,28
UM0113890:01,28
UM0113900:01,28
UM0113907:01,28
UM0113915:01,28
UM0113922:01,28
UM0114417:01,28
UM0114438:01,28
UM0114459:01,28
UM0114492:01,28
UM0114571:01,28
UM0114605:01,28
UM0114651:01,28
UM0114662:01,28
UM0114778:01,28
UM0114795:01,28
UM0114819:01,28
UM0114872:01,28
UM0115025:01,28
UM0115131:01,28
UM0115175:01,28
UM0115208:01,28
UM0115276:01,28
UM0115290:01,28
UM0115321:01,28
UM0115342:01,28
UM0115365:01,28
UM0115492:01,28
UM0115534:01,28
UM0115639:01,28
UM0115670:01,28
UM0115689:01,28
UM0115714:01,28
UM0115728:01,28
UM0115736:01,28
UM0115741:01,28
UM0115747:01,28
UM0115752:01,28
UM0115753:01,28
UM0115861:01,28
UM0115937:01,28
UM0115939:01,28
UM0115945:01,28
UM0115965:01,28
UM0116001:01,28
UM0116016:01,28
UM0116081:01,28
UM0116090:01,28
UM0116095:01,28
UM0116140:01,28
UM0116151:01,28
UM0116160:01,28
UM0116174:01,28
UM0116209:01,28
UM0116219:01,28
UM0116353:01,28
UM0116402:01,28
UM0116408:01,28
UM0116426:01,28
UM0116480:01,28
UM0116652:01,28
UM0116690:01,28
UM0116722:01,28
UM0116728:01,28
UM0116793:01,28
UM0116958:01,28
UM0117147:01,28
UM0117165:01,28
UM0117215:01,28
UM0117258:01,28
UM0117268:01,28
UM0117303:02,28
UM0117311:01,28
UM0117393:01,28
UM0117411:01,28
UM0117443:01,28
UM0117581:02,28
UM0117627:01,28
UM0117640:01,28
UM0117663:01,28
UM0117780:01,28
UM0117898:01,28
UM0117917:01,28
UM0117920:01,28
UM0117921:01,28
UM0117928:01,28
UM0117947:01,28
UM0117960:01,28
UM0117979:01,28
UM0117981:01,28
UM0117982:01,28
UM0118010:01,28
UM0118011:01,28
UM0118078:01,28
UM0118117:01,28
UM0118159:01,28
UM0118160:03,28
UM0118168:01,28
UM0118172:01,28
UM0118183:01,28
UM0118396:01,28
UM0118398:01,28
UM0118413:01,28
UM0118449:01,28
UM0118537:01,28
UM0118615:01,28
UM0118620:01,28
UM0118634:01,28
UM0118642:01,28
UM0118663:01,28
UM0118755:01,28
UM0118809:01,28
UM0118812:01,28
